Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
"Lightfoot, Franklin & White LLC",,6/16/2021,4/16/2021,,Indiana,118,,
"DCOMM, Inc",,6/15/2021,1/27/2021,,Indiana,2,,
"Spectrum Pharmaceuticals, Inc",,6/9/2021,4/20/2021,,Indiana,1,,
Fidelity National Title-Regional Lender Center,,6/17/2021,5/14/2021,,Indiana,1,,
"Devenish Nutrition, LLC",,6/15/2021,9/17/2020,,Indiana,1,,
Mevion Medical Systems,,6/17/2021,3/28/2021,,Indiana,5,,
Reproductive Biology Associates/My Egg Bank North America,,6/15/2021,4/10/2021,,Indiana,59,,
Lucky Health Group dba LuckyVitamin,,6/17/2021,3/16/2021,,Indiana,3,,
Woodforest National Bank,,6/17/2021,1/1/2020,,Indiana,5,,
Prominence Health Plan,,6/21/2021,11/30/2020,,Indiana,3,,
"Marr and Company, P.C.",,6/2/2021,6/19/2020,,Indiana,1,,
"AmeriFirst Financial, Inc",,6/18/2021,7/13/2020,,Indiana,14,,
"GTB Agency, LLC dba Zubi",,6/18/2021,1/24/2021,,Indiana,1,,
NewFed Mortgage,,6/21/2021,5/13/2021,,Indiana,2,,
"Easy Ice, LLC",,6/21/2021,3/19/2021,,Indiana,3,,
"Old City Coffee, Inc",,6/21/2021,2/3/2021,,Indiana,1,,
"Grund & Leavitt, P. C.",,6/21/2021,4/21/2020,,Indiana,6,,
Otoe-Missouria Development Authority,,6/21/2021,6/15/2020,,Indiana,6,,
Royal Caribbean Cruises Ltd,,6/22/2021,2/6/2021,,Indiana,80,,
Made In Oregon,,6/22/2021,9/1/2020,,Indiana,57,,
Rose-Hulman Institue of Technology,,6/20/2021,6/18/2021,,Indiana,25,,
BAC Administrative District Council 1 of Illinois,,6/11/2021,12/31/2020,,Indiana,1460,,
HMT LLC,,6/22/2021,2/28/2021,,Indiana,25,,
"Rocket Ball, Ltd",,6/22/2021,3/19/2021,,Indiana,10,,
National Louis University,,6/22/2021,4/30/2021,,Indiana,22,,
"The Dovel Group, LLC",,6/23/2021,4/17/2021,,Indiana,8,,
"Stratus Technologies, Inc",,6/23/2021,3/2/2021,,Indiana,18,,
"Roto-Die Company, Inc., dba RotoMetrics",,5/28/2021,5/7/2021,,Indiana,5,,
"Asset Marketing Services, LLC dba GovMint.com",,6/23/2021,5/21/2020,,Indiana,1314,,
"Maximus, Inc",,6/18/2021,5/17/2021,,Indiana,6458,,
"Telephone and Data Systems, Inc",,6/24/2021,1/20/2021,,Indiana,4,,
"T-Shirt International, Inc",,6/23/2021,5/25/2021,,Indiana,3,,
Highmark Inc,,6/30/2021,12/23/2020,,Indiana,4,,
Twin Med LLC,,6/24/2021,9/28/2020,,Indiana,20,,
The International Association of Healthcare Central Service Material Management,,6/24/2021,3/23/2021,,Indiana,1,,
Paxton Media Group,,6/24/2021,2/26/2021,,Indiana,3862,,
Aultman Health Foundation,,6/24/2021,9/14/2009,,Indiana,10,,
"Securian Financial Services, Inc",,6/25/2021,6/11/2021,,Indiana,5,,
"TEP Holdings, LLC",,6/25/2021,3/15/2021,,Indiana,13,,
"Ansell Grimm & Aaron, PC",,6/25/2021,1/7/2021,,Indiana,1,,
"Burns, Figa & Will, P.C",,6/25/2021,8/14/2020,,Indiana,11,,
"Brenntag North America, Inc",,6/25/2021,4/26/2021,,Indiana,511,,
St. Mark's School of Texas,,6/8/2021,5/14/2020,,Indiana,2,,
Morse Bolduc Nardulli & Buntin LLC,,6/29/2021,5/14/2021,,Indiana,1,,
Inteplast Group,,6/28/2021,3/3/2021,,Indiana,1,,
Pharmavite LLC,,6/28/2021,4/6/2021,,Indiana,3,,
"The Recovery Project, LLC",,6/28/2021,2/23/2021,,Indiana,2,,
Carle Cancer Institute Normal,,6/25/2021,4/2/2021,,Indiana,10,,
Braman Management Association,,6/28/2021,3/21/2021,,Indiana,1,,
"Experitec, Inc",,6/28/2021,5/14/2021,,Indiana,1,,
Ankle and Foot Physicians and Surgeons PLLC,,6/28/2021,4/25/2021,,Indiana,1,,
Fidelity Workspace Services LLC,,6/28/2021,5/14/2021,,Indiana,5,,
"Handi Quilter, Inc",,6/29/2021,3/24/2020,,Indiana,66,,
Ultra Manufacturing (USA) Inc dba Mitchell Plastics,,6/24/2021,6/2/2021,,Indiana,2119,,
"Ameriprise Financial, Inc",,6/29/2021,6/24/2021,,Indiana,1,,
Opta Group LLC,,6/29/2021,3/26/2021,,Indiana,128,,
Press-Seal Corporation,,6/29/2021,2/12/2021,,Indiana,1041,,
"Freund, Freeze & Arnold, LLP",,6/29/2021,1/5/2021,,Indiana,22,,
The Millennia Companies,,6/29/2021,10/21/2019,,Indiana,273,,
"Brady Sullivan Properties, LLC",,6/24/2021,12/9/2020,,Indiana,12,,
"Ken's Foods, Inc",,6/23/2021,3/15/2021,,Indiana,223,,
ASAP Semiconductor LLC,,6/28/2021,3/20/2021,,Indiana,19,,
Marsh McLennan,,6/30/2021,4/22/2021,,Indiana,943,,
Hudson Envelope of New Jersey Corp,,6/30/2021,6/25/2020,,Indiana,97,,
Safer Foundation,,6/30/2021,7/24/2020,,Indiana,115,,
Farm Direct Supply,,6/30/2021,2/11/2021,,Indiana,1,,
Arthur J. Gallagher & Co,,6/30/2021,7/2/2020,,Indiana,26307,,
Avient Corporation,,7/1/2021,2/22/2021,,Indiana,383,,
"Data Driven Holdings, LLC",,7/1/2021,5/8/2021,,Indiana,8,,
"Kelly Klee, Inc",,7/8/2021,11/30/2020,,Indiana,4,,
Lourdes University,,7/9/2021,6/3/2021,,Indiana,3,,
Sitzberger & Company,,7/1/2021,2/24/2021,,Indiana,6,,
RAB Lighting Inc,,7/1/2021,4/30/2021,,Indiana,1,,
Nevada Restaurant Services Inc,,7/1/2021,1/16/2021,,Indiana,688,,
All Copy Products Inc,,7/1/2021,12/11/2020,,Indiana,9,,
"Professional Business Systems, et al.",,6/30/2021,12/25/2020,,Indiana,400,,
"The Producer Group, LLC dba the Todd Organization",,7/1/2021,11/24/2020,,Indiana,702,,
"Aurobindo Pharma USA, Inc",,6/24/2021,4/20/2021,,Indiana,3,,
"Indian Industries, Inc dba RAVE Sports",,7/1/2021,1/5/2021,,Indiana,2,,
Postlethwaite & Netterville APAC,,6/21/2021,1/21/2021,,Indiana,37,,
"The Paradies Shops, LLC",,7/2/2021,10/8/2020,,Indiana,721,,
Zurich American Insurance Company,,7/2/2021,4/1/2021,,Indiana,5,,
Northwestern Memorial HealthCare,,6/25/2021,4/2/2021,,Indiana,5931,,
"Wolfe Clinic, P. C",,6/29/2021,2/8/2021,,Indiana,210,,
"Securitas Electric Security, Inc",,7/2/2021,4/2/2021,,Indiana,86,,
"Navistar, Inc",,7/6/2021,5/20/2021,,Indiana,12171,,
Brandon Hrdy,,7/2/2021,,,Indiana,1,,
McCabe & Associates,,7/2/2021,3/30/2021,,Indiana,42,,
"J. J. Keller & Associates, Inc",,6/11/2021,5/10/2021,,Indiana,1,,
Indiana Horse Racing Commission,,7/1/2021,7/1/2021,,Indiana,1,,
Streets Accounting Service Inc,,8/10/2021,7/6/2021,,Indiana,669,,
Morgan Stanley,,7/2/2021,1/20/2021,,Indiana,395,,
Maine Drilling and Blasting Group,,7/6/2021,1/29/2021,,Indiana,3,,
Sentara Health Plans,,6/24/2021,12/23/2020,,Indiana,2,,
Thomas Insurance Advisors,,6/29/2021,1/1/2012,,Indiana,2,,
State Automobile Mutual Insurance Company,,7/7/2021,1/11/2021,,Indiana,3,,
"S2G Ohio, Inc",,7/6/2021,3/1/2021,,Indiana,1,,
Coastal Family Health Center,,7/6/2021,5/13/2021,,Indiana,19,,
"FloWorks International, LLC",,6/30/2021,,,Indiana,15,,
"Palestine Insurance Agency, Inc",,7/7/2021,1/1/2012,,Indiana,14,,
"Jordan Manufacturing Company, Inc",,7/7/2021,,,Indiana,5847,,
Lakeside Insurance Brokers,,7/7/2021,1/1/2012,,Indiana,2,,
"Freedom Insurance Agency, Inc",,7/7/2021,1/1/2012,,Indiana,2,,
Bank of Oak Ridge,,7/7/2021,4/26/2021,,Indiana,18,,
Paige & Byrnes Insurance Agency,,7/8/2021,2/21/2021,,Indiana,2,,
"Forefront Management, LLC and Forefront Dermatology, SC",,7/8/2021,5/28/2021,,Indiana,229033,,
Heinz Insurance Agency,,7/7/2021,1/1/2012,,Indiana,1,,
CNA Financial Corporation,,7/9/2021,3/5/2021,,Indiana,1958,,
Barnes Farming Corporation,,7/7/2021,,,Indiana,2,,
Wellfleet Insurance Company,,7/30/2021,8/6/2020,,Indiana,8,,
"Guess?, Inc",,7/9/2021,2/2/2021,,Indiana,4,,
American Signal Corporation,,7/9/2021,3/6/2021,,Indiana,1,,
Principal Life Insurance Company,,7/9/2021,6/14/2021,,Indiana,1,,
"BDP International, Inc",,7/9/2021,2/16/2021,,Indiana,1,,
Stokes Law Office PLLC,,7/9/2021,,,Indiana,3,,
"Crown Laboratories, Inc",,7/9/2021,5/25/2021,,Indiana,1,,
The ESCO Group,,7/9/2021,11/27/2020,,Indiana,41,,
Aetna,,7/13/2021,8/6/2020,,Indiana,5,,
"CSI Financial Services, LLC",,7/9/2021,3/8/2021,,Indiana,17663,,
North Iowa Community Action Organization,,7/8/2021,3/31/2021,,Indiana,1,,
Lamb Financial LLC,,7/9/2021,4/8/2021,,Indiana,5,,
"Savage and Associates, Inc",,7/2/2021,5/28/2021,,Indiana,10,,
D.E. Reed Agency Inc,,7/12/2021,1/1/2012,,Indiana,4,,
Clover Park School District,,7/12/2021,5/12/2021,,Indiana,8,,
"Atlas Insurance Agency, Inc",,7/12/2021,10/1/2020,,Indiana,1,,
"MB Financial Services, Inc",,7/7/2021,,,Indiana,1,,
"Securitas Electronic Security, Inc",,7/2/2021,4/2/2021,,Indiana,86,,
"Cormetech, Inc",,7/8/2021,,,Indiana,3,,
"Resort Data Processing, Inc",,7/14/2021,2/22/2021,,Indiana,64,,
"Cardinal Contracting, LLC",,7/13/2021,9/9/2020,,Indiana,2146,,
Animal Behavior College,,7/15/2021,3/20/2021,,Indiana,30,,
"JEP Management, Inc",,7/13/2021,5/9/2021,,Indiana,10,,
"Eastwood Holdco, LLC",,7/14/2021,6/12/2021,,Indiana,4,,
"Florida Heart Associates, P.L",,7/17/2021,5/9/2021,,Indiana,168,,
McKissack & McKissack,,7/14/2021,5/20/2021,,Indiana,3,,
UnitedHealthcare,,,5/24/2021,,Indiana,10,,
RG Holdco LLC,,7/14/2021,3/24/2021,,Indiana,5,,
"Computer Information Concepts, Inc",,7/15/2021,3/16/2021,,Indiana,73,,
Charles E Jones DDS PC dba Jones Family Dental,,7/15/2021,4/15/2021,,Indiana,3,,
"BTU International, Inc",,7/13/2021,4/12/2021,,Indiana,2,,
"Diamond Foods, LLC",,7/15/2021,12/8/2020,,Indiana,4,,
ExamOne,,7/14/2021,5/13/2021,,Indiana,1,,
ExamOne,,7/13/2021,6/23/2021,,Indiana,1,,
"New Precision Technology, LLC dna USI, Inc",,7/21/2021,3/10/2021,,Indiana,1,,
Cohen Milstein Sellers & Toll PLLC,,7/15/2021,1/23/2021,,Indiana,7174,,
ASIS International,,7/15/2021,4/28/2021,,Indiana,3,,
Cooks Direct,,7/16/2021,,,Indiana,9,,
The Cary Company,,7/16/2021,11/20/2020,,Indiana,2,,
Buckeye International Inc,,7/16/2021,5/5/2021,,Indiana,6,,
"Dynamic Health Care, Inc",,7/16/2021,11/20/2020,,Indiana,85,,
City of Independence,,7/16/2021,9/7/2020,,Indiana,1,,
Davaco LP,,7/2/2021,6/11/2021,,Indiana,123,,
Unity National Bank,,7/16/2021,1/15/2021,,Indiana,2,,
Intermountain Healthcare,,7/16/2021,4/6/2021,,Indiana,3,,
Direct General Insurance Company,,7/16/2021,6/11/2021,,Indiana,2,,
Asarco LLC,,7/16/2021,3/1/2021,,Indiana,91,,
"Divvy Up, Inc",,7/30/2021,5/10/2021,,Indiana,641,,
Frederick Public Schools,,7/9/2021,4/15/2021,,Indiana,7,,
"Schwarz Partners, L.P",,7/8/2021,2/10/2021,,Indiana,984,,
Cameron Memorial Community Hospital,,7/21/2021,7/15/2021,,Indiana,1,,
"Scott Felder Homes, LLC",,7/13/2021,,,Indiana,2,,
Parkway Bank and Trust Company,,7/20/2021,4/16/2021,,Indiana,2,,
IBW Financial Corporation dba Industrial Bank,,7/19/2021,6/29/2021,,Indiana,11,,
"Alvin J. Coleman & Son, Inc",,7/21/2021,5/3/2021,,Indiana,1,,
"CNO Financial Group, Inc",,7/21/2021,12/1/2020,,Indiana,21,,
Matthew 25 Inc dba Matthew 25 Health and Care,,3/4/2021,3/1/2021,,Indiana,37,,
"Dade City, Florida",,7/21/2021,11/22/2020,,Indiana,4,,
QBE Insurance Corporation,,7/30/2021,9/26/2020,,Indiana,3,,
Electrical Workers Local 369,,7/23/2021,5/24/2021,,Indiana,87,,
"Savory Spice, Inc",,7/23/2021,4/5/2018,,Indiana,793,,
DBM Global,,7/23/2021,12/1/2020,,Indiana,32,,
"Eddy County, New Mexico",,7/23/2021,12/4/2020,,Indiana,1,,
Indiana Department of Workforce Development,,,7/12/2021,,Indiana,1,,
"Secure Administrative Solutions, LLC on behalf of Upstream Life Insurance Compan",,7/23/2021,4/15/2021,,Indiana,45,,
Carolina Eastern,,5/27/2021,4/26/2021,,Indiana,10,,
Bippus Bank,,7/21/2021,,,Indiana,1051,,
Jazz at Lincoln Center,,7/27/2021,2/12/2021,,Indiana,1,,
eJuice Direct,,7/16/2021,8/15/2020,,Indiana,1690,,
"D&K Engineering, Inc",,7/27/2021,3/18/2021,,Indiana,1,,
"National Western Life Group, Inc",,1/25/2021,8/7/2020,,Indiana,14051,,
"Butt Construction Company, Inc",,7/27/2021,,,Indiana,5,,
UnitedHealthcare,,7/20/2021,8/6/2020,,Indiana,4,,
Osborn Cancer Care,,7/26/2021,2/10/2021,,Indiana,1,,
"SPM Marketing & Communications, LLC",,7/28/2021,4/9/2021,,Indiana,1,,
"Cradle of Hope Adoption Center, Inc",,7/28/2021,6/4/2021,,Indiana,10,,
"The Giant Co. LLC, dba Giant and Martin's",,7/28/2021,4/26/2021,,Indiana,1,,
The Stop & Shop Supermarket C LLC,,7/26/2021,4/26/2021,,Indiana,1,,
"Karp, Ackerman, Small & Hogan, CPAs, PC",,7/22/2021,,,Indiana,2,,
Priority First Insurance and Investments,,7/7/2021,1/1/2012,,Indiana,1,,
NCH Corporation,,7/29/2021,3/2/2021,,Indiana,53,,
McSweeney & Ricci,,7/29/2021,1/28/2021,,Indiana,4,,
American Anthropological Association,,7/29/2021,5/11/2020,,Indiana,4,,
Little Rock Advertising and Promotion Commission dba Little Rock Convention & Vi,,7/28/2021,,,Indiana,2,,
Pacific West Bank,,7/30/2021,,,Indiana,1,,
Wilbraham & Monson Academy,,7/29/2021,2/15/2021,,Indiana,2,,
"Mandere Construction, Inc",,7/27/2021,6/1/2021,,Indiana,1,,
Ryan Specialty Group,,7/30/2021,4/4/2021,,Indiana,2,,
Advanced Technology Ventures & Lightstone Ventures,,8/4/2021,7/9/2021,,Indiana,1,,
"SourceOne Insurance Group, LLC",,,4/20/2021,,Indiana,1473,,
"Forest City Trading Group, LLC and its affiliated companies",,7/21/2021,6/21/2021,,Indiana,1,,
"First Student, Inc",,8/2/2021,6/28/2021,,Indiana,226,,
"OneAmerica Financial Partners, Inc",,7/30/2021,3/23/2021,,Indiana,360,,
"LERETA, LLC",,8/2/2021,5/21/2020,,Indiana,5,,
"Beachlawn, Inc",,8/3/2021,6/14/2021,,Indiana,390,,
"GWN Securities, Inc",,7/26/2021,5/14/2021,,Indiana,24,,
"Tuff Shed, Inc",,8/3/2021,2/3/2021,,Indiana,21,,
"SJ Associates NYD, LLC",,8/3/2021,,,Indiana,1,,
Offit Kurman P.A,,8/3/2021,,,Indiana,24,,
"Geoffrey, Johns & Associates LLC",,8/4/2021,4/2/2021,,Indiana,9,,
Arcadia University,,8/4/2021,3/15/2021,,Indiana,23,,
TNBANK,,8/4/2021,3/30/2021,,Indiana,2,,
"PMSI, LLC dba Optum Workers' Compensation Services of Florida",,8/2/2021,12/23/2020,,Indiana,2,,
"Prairie Creek Grain Company, Inc",,8/4/2021,5/8/2021,,Indiana,6,,
"Transamerica Retirement Solutions, LLC",,8/4/2021,6/4/2021,,Indiana,8,,
Beacon Communities LLC,,8/4/2021,9/28/2020,,Indiana,1,,
"Jennifer L. Davenport Tax Inc., DBA Tri-State Tax & Accounting",,7/27/2021,6/8/2021,,Indiana,4,,
NTS Holding Corporation,,8/5/2021,11/2/2020,,Indiana,73,,
TMP Architecture,,8/5/2021,,,Indiana,3,,
"St. Pete Tax Service, LLC",,7/30/2021,4/15/2021,,Indiana,1,,
"Great Performances / Artists as waitresses, Inc",,8/5/2021,10/10/2020,,Indiana,4,,
CohnReznick LLP,,8/9/2021,7/15/2021,,Indiana,2,,
"Rogers Abstract & Title, Inc",,8/6/2021,6/26/2021,,Indiana,1,,
"Dyste Agency, Inc",,8/6/2021,4/22/2021,,Indiana,2,,
"Ipsen, Inc",,8/9/2021,3/18/2021,,Indiana,10,,
Transtar Industries Inc,,8/4/2021,1/9/2021,,Indiana,95,,
Educators Insurance Agency,,8/9/2021,1/1/2012,,Indiana,1,,
"Ibex Global Solutions, Inc",,8/6/2021,8/7/2021,,Indiana,174862,,
"Morgan Truck Body, LLC",,8/6/2021,7/16/2021,,Indiana,5,,
"Coeur, Inc",,8/10/2021,3/31/2021,,Indiana,2,,
"The Brock Group, Inc",,8/10/2021,,,Indiana,457,,
"Bath & Body Works Direct, Inc",,8/10/2021,6/20/2021,,Indiana,268,,
"Pride Transport, Inc",,8/6/2021,2/21/2021,,Indiana,1,,
French Connection Holdings Inc,,8/10/2021,,,Indiana,4,,
Duke Energy Corporation,,8/6/2021,5/28/2021,,Indiana,17,,
"Fay Sharpe, LLP",,8/12/2021,5/17/2021,,Indiana,2,,
"Lydall, Inc",,4/26/2021,,,Indiana,5,,
Family & Social Services Administration,,8/12/2021,7/21/2021,,Indiana,1,,
Hannis T Bourgeois LLP,,8/10/2021,1/28/2021,,Indiana,28,,
The Borough of Haledon New Jersey Police Department,,8/12/2021,6/2/2020,,Indiana,12,,
Franciscan Health Crown Point,,8/6/2021,4/14/2021,,Indiana,1,,
"Fort Atkinson Hotel Group 2 LLC owner of the Country Inn & Suites Fort Atkinson,",,8/13/2021,6/9/2021,,Indiana,1,,
Duke Realty Corporation,,8/13/2021,6/7/2021,,Indiana,1065,,
"Mercer Valve Co., Inc",,8/5/2021,3/19/2021,,Indiana,2,,
Midland Atlantic Development Company LLC,,8/13/2021,3/8/2021,,Indiana,13,,
"Pueblo Mechanical & Controls, LLC",,8/13/2021,9/10/2020,,Indiana,1,,
Midwest Operating Engineers Pension Fund,,8/13/2021,7/28/2021,,Indiana,2,,
Destination Maternity,,8/13/2021,3/16/2021,,Indiana,1984,,
Colonial Pipeline Company,,8/13/2021,5/6/2021,,Indiana,4,,
The Research Foundation for the State University of New York,,8/13/2021,5/22/2021,,Indiana,73,,
Elm3 Financial Group,,8/9/2021,6/23/2021,,Indiana,6,,
"Illinois Foundation Seeds, Inc",,8/12/2021,1/18/2021,,Indiana,40,,
Loyola Press,,8/9/2021,4/26/2021,,Indiana,15,,
"Academic HealthPlans, Inc",,8/16/2021,8/6/2020,,Indiana,1,,
First Merchants Bank,,8/4/2021,11/1/2020,,Indiana,72,,
Performive LLC,,8/18/2021,6/3/2021,,Indiana,88,,
"Alliance Resource Partners, L.P",,8/21/2021,5/17/2021,,Indiana,37,,
PetVet Care Centers,,8/17/2021,7/3/2021,,Indiana,15,,
"BackNine Insurance and Financial Services, Inc",,8/13/2021,4/23/2015,,Indiana,273,,
University of Saint Francis,,7/7/2021,6/16/2021,,Indiana,64,,
"BlueForce, Inc",,8/17/2021,5/4/2021,,Indiana,4,,
Cook Medical Holdings LLC,,5/26/2021,12/24/2020,,Indiana,7,,
SITEX Corporation,,8/11/2021,4/27/2021,,Indiana,19,,
"The Children's Museum of Indianapolis, Inc",,8/12/2021,11/2/2020,,Indiana,2535,,
"KT-Grant, Inc",,8/18/2021,3/2/2021,,Indiana,189,,
"Guardian Community Trust, Inc",,8/18/2021,6/15/2021,,Indiana,2,,
"The Dixie Group, Inc",,8/18/2021,4/9/2021,,Indiana,25,,
Hudson Envelope of New Jersey Corp,,8/18/2021,2/2/2021,,Indiana,41,,
Walter's Automotive Group,,8/19/2021,6/9/2021,,Indiana,3,,
Rockwood School District,,8/19/2021,4/20/2021,,Indiana,78,,
Donegal Mutual Insurance Company,,8/20/2021,4/23/2021,,Indiana,2,,
"Provisur Technologies, Inc",,8/20/2021,5/25/2021,,Indiana,53,,
"H Mart, Inc",,8/23/2021,,,Indiana,7,,
Greater New York Mutual Insurance Company,,8/18/2021,5/23/2021,,Indiana,32,,
McKinney Housing Authority,,8/15/2021,,,Indiana,3,,
Indiana University,,8/23/2021,,,Indiana,2,,
CarePointe ENT,,8/23/2021,6/25/2021,,Indiana,45002,,
"Hays + Sons Complete Restoration, Inc",,8/23/2021,,,Indiana,8,,
"Strategic Technology Institute, Inc",,8/23/2021,6/25/2021,,Indiana,4,,
"Pendrick Capital Partner Holdings, LLC",,8/23/2021,4/12/2021,,Indiana,66,,
SAC Wireless LLC,,8/20/2021,4/13/2021,,Indiana,89,,
"Cottingham & Butler, Inc",,7/30/2021,12/23/2020,,Indiana,2,,
"ChangePath, LLC",,6/24/2021,6/17/2021,,Indiana,1,,
"Syufy Enterprises, LP",,8/24/2021,9/7/2020,,Indiana,4,,
"Indiana University Health, Inc",,8/18/2021,7/14/2021,,Indiana,1,,
"MRAG Americas, Inc",,8/24/2021,2/2/2021,,Indiana,5,,
"L. & J. G. Stickley, Inc",,8/24/2021,10/19/2020,,Indiana,5,,
"American Freight, LLC et al",,8/23/2021,11/24/2020,,Indiana,595,,
"Columbia Helicopters, Inc",,8/24/2021,5/27/2021,,Indiana,7,,
Pizzuti Corporation,,8/24/2021,6/17/2021,,Indiana,3,,
"SmartStart Employment Screening, Inc",,8/24/2021,5/13/2020,,Indiana,1528,,
Bell and Howell LLC,,8/25/2021,4/26/2021,,Indiana,1,,
San Andreas Regional Center,,8/27/2021,7/3/2021,,Indiana,2,,
Axiom Financial Strategies Group,,8/25/2021,12/11/2020,,Indiana,10,,
Campbell Conroy & O'Neil,,8/25/2021,2/27/2021,,Indiana,1,,
Source4,,8/25/2021,6/28/2021,,Indiana,1,,
Weaver Consultants Group LLC,,8/25/2021,6/10/2021,,Indiana,8,,
Anchor Construction LLC,,8/25/2021,6/10/2021,,Indiana,1,,
Weaver Consultants Group North Central LLC,,8/25/2021,6/10/2021,,Indiana,7,,
Landmarc Environmental Systems LLC,,8/25/2021,6/10/2021,,Indiana,1,,
"Electromed, Inc",,8/24/2021,6/16/2021,,Indiana,1511,,
Family Medical Center of Michigan,,8/26/2021,7/22/2021,,Indiana,10,,
"Birmingham Barons, LLC",,8/1/2021,5/12/2021,,Indiana,3,,
ACE Surgical Supply Co,,8/25/2021,6/29/2021,,Indiana,130,,
Town of Deerfield MA,,8/26/2021,1/16/2021,,Indiana,3,,
"Envigo RMS, LLC",,8/27/2021,3/3/2021,,Indiana,22,,
"AMI Investment Management, Inc",,8/26/2021,8/12/2021,,Indiana,270,,
"Priority One Financial Services, Inc",,8/27/2021,5/3/2021,,Indiana,211,,
PTS Electronics Corp,,8/27/2021,1/29/2021,,Indiana,1554,,
"Golden Rule Insurance Associates, LLC",,7/7/2021,1/1/2012,,Indiana,2,,
"Fine Arts Society of Indianapolis, Inc dba Classical Music Indy",,8/27/2021,5/8/2021,,Indiana,41,,
"Coro Medical, LLC",,8/27/2021,4/17/2020,,Indiana,115,,
"CareATC, Inc",,8/27/2021,6/18/2021,,Indiana,1,,
"Hyphen, LLC",,7/16/2021,3/13/2021,,Indiana,1132,,
Black Mann and Graham LLP,,8/30/2021,6/25/2021,,Indiana,1,,
Mater Dei High School,,8/30/2021,1/1/2021,,Indiana,4,,
"Hydradyne, LLC",,8/30/2021,4/30/2021,,Indiana,2,,
"Healthpointe Medical Group, Inc",,8/30/2021,6/9/2021,,Indiana,1,,
"Ziegler & Ziegler, LC",,8/31/2021,12/27/2020,,Indiana,1,,
"Career Group, Inc",,8/31/2021,6/28/2021,,Indiana,36,,
Duke Manufacturing Co,,8/31/2021,8/10/2021,,Indiana,4,,
Braverman CPA PC,,8/6/2021,2/1/2020,,Indiana,6,,
"LIneStar Integrity Services, LLC",,8/31/2021,,,Indiana,2,,
"Petal Card, Inc",,8/31/2021,8/3/2021,,Indiana,1,,
"Wyandot, Inc",,8/27/2021,7/21/2020,,Indiana,619,,
"MFA Financial, Inc",,9/1/2021,2/12/2021,,Indiana,101,,
"Tecton Construction Management, Inc",,9/1/2021,3/17/2021,,Indiana,4,,
"DuPage Medical Group, Ltd",,8/30/2021,7/12/2021,,Indiana,5,,
"MLP Tax & Financial Services, Inc",,6/4/2021,4/8/2021,,Indiana,1,,
"Stenograph, L.L.C",,8/31/2021,7/1/2021,,Indiana,18,,
"iRely, LLC",,9/2/2021,7/27/2021,,Indiana,84,,
OperationsInc LLC,,9/2/2021,8/16/2017,,Indiana,1,,
"Diversified Financial Services, LLC",,9/3/2021,3/19/2021,,Indiana,37,,
"ADEC, Inc",,9/3/2021,5/18/2021,,Indiana,1844,,
"K and B Surgical Center, LLC",,9/3/2021,3/24/2021,,Indiana,18,,
"Bonland Industries, Inc",,9/3/2021,5/23/2021,,Indiana,2,,
"Otto Instrument Service, Inc",,9/3/2021,4/27/2021,,Indiana,1,,
"The Victory Bank of Limerick, PA",,9/7/2021,6/3/2021,,Indiana,91,,
"CleanSlate Centers, Inc",,9/3/2021,1/21/2021,,Indiana,169,,
"Remedial Construction Services, L.P",,9/7/2021,7/3/2021,,Indiana,5,,
California Massage Therapy Council,,8/26/2021,11/4/2020,,Indiana,3,,
Marine Bank & Trust,,9/8/2021,2/28/2021,,Indiana,6,,
"L.M. Henderson & Company, LLP",,9/7/2021,5/22/2021,,Indiana,2984,,
HealthReach Community Health Centers,,9/9/2021,4/7/2021,,Indiana,63,,
"City of Portland, Texas",,9/9/2021,9/14/2020,,Indiana,1,,
The Delventhal Company,,9/2/2021,5/16/2021,,Indiana,1,,
"Bayonet Plumbing, Heating & Air Conditioning",,8/8/2021,8/10/2021,,Indiana,1,,
"City of Bridgeport, WV",,9/3/2021,5/27/2021,,Indiana,5,,
"Ceres Solutions cooperative, Inc",,9/10/2021,5/24/2021,,Indiana,3,,
Guilford Technical Community College,,9/10/2021,,,Indiana,1,,
Nations Lending Corporation,,9/13/2021,7/22/2021,,Indiana,390,,
MTG USA Inc,,9/10/2021,6/25/2020,,Indiana,22,,
DC Group,,9/10/2021,4/11/2021,,Indiana,6,,
Smile Brands Inc,,8/9/2021,3/1/2021,,Indiana,420,,
Humana Inc,,9/9/2021,,,Indiana,3,,
"Central Texas Medical Specialists, PLLC dba Austin Cancer Centers",,8/21/2021,7/21/2021,,Indiana,13,,
"Hillmann Consulting, LLC",,9/13/2021,3/1/2021,,Indiana,3,,
"Famous Enterprises, Inc",,9/14/2021,3/24/2021,,Indiana,10,,
"Brunini, Grantham, Grower, & Hewes, PLLC",,9/10/2021,6/15/2021,,Indiana,5,,
"Greater Boston Legal Services, Inc",,9/14/2021,6/24/2021,,Indiana,5,,
"UP Entertainment, LLC",,9/14/2021,5/8/2021,,Indiana,1,,
WIggin and Dana LLP,,9/14/2021,1/18/2021,,Indiana,1,,
Kohn Law Firm,,9/9/2021,6/9/2021,,Indiana,4,,
Warrenville Park District,,9/15/2021,5/15/2021,,Indiana,4,,
The Republican Governors Association,,9/15/2021,2/1/2021,,Indiana,15,,
