Year,Date Reported,Organization,PDF Link,Date of Incident,Date of Discovery,Residents Affected,Breach Type,Notes
2023,9-5-2023,Vivendi Ticketing US LLC dba See Tickets US,https://www.iowaattorneygeneral.gov/media/cms/952023_Vivendi_Ticketing_US_LLC_908FD1F1346BD.pdf,,,,Unauthorized Access,"    DLA Piper LLP (US)  One Liberty Place   1650 Market Street  Philadelphia, PA 19103-7300  www.dlapiper.com  Ron Plesco  Ron.plesco@us.dlapiper.com  T   215.656.2453        VIA EMAIL: consumer@ag.iowa.gov     Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street                                                                                                                   Des Moines, Iowa 50319-0106    September 5, 2023    RE: Notice of Data Event    Dear Sir or Madam:    We represent Vivendi Ticketing US LLC d/b/a See Tickets (“See Tickets”) and are writing to  notify your Office of a compromise that may affect the security of certain personal information  relating to 1,396 Iowa residents. The investigation into this matter is ongoing, and this notice will  be supplemented with any new significant facts learned subsequent to its submission. By providing  this notice, See Tickets does not waive any rights or defen"
2023,9-6-2023,"Aetna Life Insurance Company,",https://www.iowaattorneygeneral.gov/media/cms/962023_Aetna_Life_Insurance_Company_E3C03E5A48DC2.pdf,,,,Theft,"          September 6, 2023  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 East Walnut Street  Des Moines, IA 50319-0106    RE:    Notification of PBI Security Incident    Dear Attorney General Bird:    Aetna Life Insurance Company (hereinafter “Aetna”) is writing to notify you that it recently  determined that 1,899 residents of Iowa were impacted by a security incident that occurred at  one of our third-party vendors, Pension Benefits Information, LLC, dba PBI Research Services,  (“PBI”). Please note that no Aetna system or service, and no data maintained by Aetna, was  involved in this data incident. The individual members impacted were covered under Aetna  (Large Case Pensions) policies issued by Aetna Life Insurance company. This incident did not  impact Aetna’s medical business.     Aetna uses PBI for, among other things, audit and address research services for some pension  funds. By way of background, on or around May "
2023,9-6-2023,"Delaware Life Insurance Company,",https://www.iowaattorneygeneral.gov/media/cms/962023_Delaware_Life_Insurance_Comp_410FBBFC89F52.pdf,,,,Unauthorized Access,"BOSTON      LONDON       LOS ANGELES       NEW YORK       SAN DIEGO       SAN FRANCISCO      WASHINGTON MINTZ, LEVIN, COHN, FERRIS, GLOVSKY AND POPEO, P.C. Cynthia J. Larose 617 348 1732 cjlarose@mintz.com One Financial Center Boston, MA  02111 617 542 6000 mintz.com September 6, 2023 VIA E-MAIL TRANSMISSION (CONSUMER@AG.IOWA.GOV) Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, IA 5039-0106 Re: Notice Pursuant to Iowa Code Chapter 715C Dear Attorney General Raoul: We are writing on behalf of Delaware Life Insurance Company (the “Company”) to advise you of  a third-party security incident at a vendor of the Company that may affect the security of personal  information relating to approximately 2,224 Iowa residents.  By providing this notice, the Company does not waive any rights or defenses regarding the applicability of Iowa law or personal  jurisdiction.   On June 20, 2023, the Company was notified1 by"
2023,9-11-2023,XL Specialized Trailers,https://www.iowaattorneygeneral.gov/media/cms/9112023_XL_Specialized_Trailers_9B40F79B9E792.pdf,"February 3, 2023",,,Theft,"    S P E N C E R  F A N E  L L P  |  5 7 0 0  G R A N I T E  P A R K W A Y  S U I T E  6 5 0 ,  P L A N O ,  T X  7 5 0 2 4 - 6 6 2 0  |  9 7 2 . 3 2 4 . 0 3 0 0  |  F A X  9 7 2 . 3 2 4 . 0 3 0 1  |  s p e n c e r f a n e . c o m     SHAWN TUMA  DIRECT DIAL: 972-324-0317  stuma@spencerfane.com    September 11, 2023  VIA EMAIL: CONSUMER@AG.IOWA.GOV  Office of the Attorney General  Consumer Protection Division  Security Breach notifications  1305 E. Walnut Street  Des Moines, Iowa 50319-0106        Re:  Notification of Data Security Incident    Dear Attorney General Brenna Bird:  Be advised that the undersigned and this law firm have been retained to represent XL Specialized  Trailers (“XL”) in connection with the recent data security incident described below. XL is a market  leading manufacturer of customized and heavy haul trailers located at 1086 S. 3rd Street, Manchester,  Iowa 52057.    On February 3, 2023, XL determined that an unknown individual accessed the XL network without  "
2023,9-13-2023,Honeywell International Inc,https://www.iowaattorneygeneral.gov/media/cms/9132023_Honeywell_International_Inc_BF4F9E2C92739.pdf,"August 28, 2023",,,Unauthorized Access,"    FIRM/AFFILIATE OFFICES  -----------  BOSTON  CHICAGO  HOUSTON  LOS ANGELES  NEW YORK  PALO ALTO  WILMINGTON  -----------  BEIJING  BRUSSELS  FRANKFURT  HONG KONG  LONDON  MUNICH  PARIS  SÃO PAULO  SEOUL  SHANGHAI  SINGAPORE  TOKYO  TORONTO    SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP  155 N. WACKER DR.  CHICAGO, IL 60606  ________    TEL: (312) 407-0700  FAX: (312) 407-0411  www.skadden.com    CONFIDENTIAL    September 13, 2023    Via Email consumer@ag.iowa.gov     Office of the Attorney General  Hoover State Office Building   1305 E Walnut St.   Des Moines, IA 50319    Dear Attorney General:    We write to inform you that Honeywell International Inc. (“Honeywell”),  855 South Mint St., Charlotte, NC 28202, in an abundance of caution, will be  sending notices to Iowa residents advising them of a data breach incident.      On June 3, 2023, Honeywell became aware that it was one of the many  companies impacted by the zero-day vulnerability affecting Progress Software  Corporation’s MO"
2023,9-18-2023,Amana Meat Shop & Smokehouse,https://www.iowaattorneygeneral.gov/media/cms/91823_Amana_Meat_Shop__Smokehouse_453589B4E7548.pdf,,,,Theft,"                    Shuttleworth & Ingersoll, P.L.C.  Phone: 319.365.9461  Fax: 319.365.8443  www.ShuttleworthLaw.com  Cedar Rapids Office  115 3rd St. SE, Suite 500  Cedar Rapids IA 52401  Coralville Office  327 2nd St., Suite 300  Coralville, IA 52241  Waterloo Office  314 E. 4th St.  Waterloo, IA 50703      September 18, 2023    VIA EMAIL    Office of the Attorney General  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, Iowa 50319-0106      RE:  Notification of Data Security Incident Pursuant to Iowa Code Chapter 715C    Dear Attorney General Bird:      We are writing on behalf of Amana Meat Shop & Smokehouse (“Amana Meat Shop”) to  advise you that approximately 2,512 Iowa residents may have been impacted by a security incident  that occurred at one of our third-party vendors, CommerceV3. Amana Meat Shop is a meat  products store located at 4513 F St., Amana, IA 52203. Please note that no data maintained by  Amana Meat Shop was involve"
2023,9-21-2023,National Student Clearinghouse,https://www.iowaattorneygeneral.gov/media/cms/9212023_National_Student_Clearingho_B0D15E2130CBB.pdf,,,23,Theft,"  ATLANTA   AUSTIN   BANGKOK   BEIJING   BOSTON   BRUSSELS   CHARLOTTE   DALLAS   DUBAI   HOUSTON   LONDON  LOS ANGELES   MIAMI   NEW YORK   NORFOLK   RICHMOND   SAN FRANCISCO   THE WOODLANDS   TOKYO   TYSONS   WASHINGTON, DC  www.HuntonAK.com          HUNTON ANDREWS KURTH LLP  200 PARK AVENUE  NEW YORK, NY 10166-0005    TEL 212 • 309 • 1000  FAX 212 • 309 • 1100      LISA SOTTO  DIRECT DIAL: 212 • 309 • 1223  EMAIL: lsotto@Hunton.com    FILE NO: 072593.0000004        September 21, 2023    Via Email (consumer@ag.iowa.gov)    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319    To Whom It May Concern:     In accordance with Iowa Code §§ 715C.1, 715C.2, I am writing on behalf of the National  Student Clearinghouse (the “Clearinghouse”) to notify you regarding the nature and  circumstances of a recent data security issue.    The Clearinghouse is a non-profit organization that provides educationa"
2023,9-25-2023,"Francesca’s Acquisition, LLC",https://www.iowaattorneygeneral.gov/media/cms/9252023_Francescas_Acquistion_LLC_684CC5A670DCE.pdf,"August 8, 2023",,,Theft,"    A PRO FES SIO NAL CO RPO RAT ION  ______________                      HILARY HIGGINS                  HHiggins@c-wlaw.com    ATTORNEYS AT LAW    450 Sentry Parkway, Suite 200   Blue Bell, PA  19422     Phone:  (610) 567-0700   Fax:  (610) 567-0712     www.C-WLAW.com      A Mid-Atlantic Litigation Firm    Visit us online at   www.C-WLAW.com      September 25, 2023  Via E-Mail (consumer@ag.iowa.gov)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319      To Whom It May Concern:    We serve as counsel for Francesca’s Acquisition, LLC (“Francesca’s”) located at 8760  Clay Road, Houston, TX 77080 and provide this notification to your Office of a recent data security  incident suffered by Francesca’s. By providing this notice, Francesca’s does not waive any rights  or defenses under Iowa law, including the data breach notification statute.     On January 31, 2023, Francesca’s discovered a poten"
2023,9-25-2023,"PHH Mortgage Corporation,",https://www.iowaattorneygeneral.gov/media/cms/9252023_PHH_Mortgage_Corporation_A3434C960B33F.pdf,,,,Theft,"From: Rivera, Kylene (MBS) Sent: Monday, September 25, 2023 10:54 AM To: AG CONSUMER [AG] <consumer@ag.iowa.gov> Cc: Fleitas, Amy M Subject: Data Breach Reporting- PHH Mortgage Corporation Consumer Data To whom it may concern- My name is Kylene Rivera, and I am the Privacy Manager at Phh Mortgage Corporation. I am reporting the following Data Privacy Event on behalf of the Privacy Officer, Assistant General Counsel of Regulatory Affairs, Amy Fleitas. On June 3, 2023, Pension Benefit Information LLC (PBI), a PHH Mortgage third-party vendor, reported a security event impact with their file transfer software application, MoveIt. MoveIt is widely used across organizations, including the federal government, state governments, universities, healthcare organizations, and enterprise organizations in the United States. MoveIt experienced a zero-day vulnerability, exploited by cyber-security criminals. Although PHH does not utilize MoveIt, PBI uses MoveIt for file-transfers of PHH consumer data "
2023,9-29-2023,Grinnell College,https://www.iowaattorneygeneral.gov/media/cms/9292023_Grinnell_College_BA0BCF65A9758.pdf,,,,Theft,"Buffalo  New York  Washington D.C.   www.octillolaw.com  The Liberty Building, 420 Main St Suite 1110, Buﬀalo, New York 14202  716.898.2102    September 29, 2023  VIA EMAIL       Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319  Email: consumer@ag.iowa.gov       Dear Sir or Madam:     On behalf of Grinnell College (“Grinnell” or the “College”), which is located at 1115 8th Ave,  Grinnell, IA 50112, and pursuant to Iowa Code Chapter 715C, this letter provides notice of a  recent data security incident.  By providing this notice, Grinnell does not waive any rights or  defenses regarding the applicability of Iowa law or personal jurisdiction.  On May 7, 2023, Grinnell became aware that a limited number of payroll files containing  personal data (the “Payroll Files”) had been inadvertently saved in a folder that could be  accessed by authenticated users within the Grinnell network.  This inadver"
2023,10-2-2023,Day & Zimmermann Group,https://www.iowaattorneygeneral.gov/media/cms/1022023_Day__Zimmermann_5E82ADCCB06D6.pdf,,,,Theft,"     Gregory T. Parks  Partner  215.963.5170  gregory.parks@morganlewis.com     Morgan, Lewis & Bockius LLP  1701 Market Street  Philadelphia, PA  19103-2921   +1.215.963.5000  United States   +1.215.963.5001  October 2, 2023  VIA EMAIL TO CONSUMER@AG.IOWA.GOV  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106       Re:  Notice of Potential Exposure of Personal Information   Dear Office of the Attorney General:  This Firm represents Day & Zimmermann, and we are writing to notify your office on their behalf  regarding the nature and circumstances of a recent potential exposure of personal information.   The information of 685 residents of your state may have been involved.    On Friday, September 8, 2023, at approximately 7:00 p.m. ET, a Day & Zimmermann vendor was  updating Success Factors, the company’s Human Resources information system.  The vendor  inadvertently modified the settin"
2023,10-4-2023,DMS Health Technologies Inc,https://www.iowaattorneygeneral.gov/media/cms/1042023_DMS_Health_Technologies_Inc_9F4E0AA882473.pdf,,,,Unauthorized Access,"Colin D. Scanlon  Office: (267) 930-4259  Fax: (267) 930-4771  Email: cscanlon@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  October 4, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent DMS Health Technologies (“DMS”) located at 728 East Beaton Drive, Suite 101,  West Fargo, ND 58078, and are writing to notify your office of an incident that occurred at DMS  and that may affect the security of certain personal information relating to two thousand two  hundred one (2,201) Iowa residents. DMS is providing this notice on behalf of Adair County  Health System, Boone County Hospital, Burgess Health Center, Cherokee Regional Medical  Center, Clarke County Hospital, Grundy County Memorial Hospital, Humboldt County Memorial  Hospital, Loring Hospital, Mad"
2023,10-5-2023,"LCS Financial Services,",https://www.iowaattorneygeneral.gov/media/cms/1052023_LCS_Financial_F50005AB8F582.pdf,"October 5, 2023",,,Theft,"  Donna Maddux, Partner  Cybersecurity & Data Privacy Team  4800 SW Meadows Road, Suite 300  Lake Oswego, Oregon 97035  Telephone: 503.312.6251  Email: dmaddux@constangy.com         10205254v1  October 5, 2023     VIA EMAIL     Attorney General Brenna Bird  Office of the Attorney General  Consumer Protection Division  Security Breach Notifications  1305 E Walnut Street  Des Moines, IA 50319-0106  Email: consumer@ag.iowa.gov       Re:  Notice of Data Security Incident    Dear Attorney General Bird:   Constangy, Brooks, Smith & Prophete, LLP (“Constangy”) represents LCS Financial  Services (“LCS”), a full-service nationwide debt collection agency located in Centennial,  Colorado, in connection with a data security incident described in greater detail below. The  purpose of this letter is to notify you of the impact to Iowa residents in accordance with  Iowa’s data breach notification statute.   1.   Nature of the Security Incident  On February 25, 2023, LCS became aware of unusual activi"
2023,10-5-2023,MGM Resorts International,https://www.iowaattorneygeneral.gov/media/cms/1052023_MGM_Resorts_0AFE2CF907B10.pdf,,,,Theft,"10/5/23, 2:36 PM Notice of Data Breach - MGM Resorts https://www.mgmresorts.com/en/notice-of-data-breach.html 1/4 Notice of Data Breach October 5, 2023 We recently learned of a cybersecurity issue affecting our company. What Happened? MGM Resorts International recently disclosed that the company identified a cybersecurity issue affecting certain of our systems and that our investigation into the issue was ongoing.  On or around September 29, 2023, we determined that an unauthorized third party obtained personal information of some of our customers on September 11, 2023.  What Information Was Involved? The affected information included name, contact information (such as phone number, email address, and postal address), gender, date of birth, and driver’s license number.  For a limited number of customers, Social Security number and/or passport number was also affected.  The types of impacted information varied by individual.   We do not believe customer passwords, bank account numbers, "
2023,10-6-2023,"Caesars Entertainment, Inc.",https://www.iowaattorneygeneral.gov/media/cms/1062023_Caesars_Entertainment_Inc_201D2F2492AD1.pdf,"August 19, 2023",,,Theft,"    Antony Kim  Direct Dial: +1.202.637.3394  antony.kim@lw.com              555 Eleventh Street, N.W., Suite 1000  Washington, D.C.  20004-1304  Tel: +1.202.637.2200  Fax: +1.202.637.2201  www.lw.com  FIRM / AFFILIATE OFFICES  Austin  Milan  Beijing  Munich  Boston  New York  Brussels  Orange County  Century City  Paris  Chicago  Riyadh  Dubai  San Diego  Düsseldorf  San Francisco  Frankfurt  Seoul  Hamburg  Shanghai  Hong Kong  Silicon Valley  Houston  Singapore  London  Tel Aviv  Los Angeles  Tokyo  Madrid  Washington, D.C.    October 6, 2023    VIA EMAIL    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319  consumer@ag.iowa.gov    Re:  Notice of Data Security Incident    Dear Attorney General,     I am writing on behalf of Caesars Entertainment, Inc. (the “Company”) to provide you with  information about a data security incident impacting residents of your state.  On August 19, 2023,  the"
2023,10-18-2023,BHI Energy - Specialty Services LLC,https://www.iowaattorneygeneral.gov/media/cms/10182023_BHI_Energy__Specialty_Serv_8EA90F8C852C5.pdf,"June 
29, 2023",,,Ransomware,"Gina L. Bertolini    gina.bertolini@klgates.com  T +1 919 466 1108  F +1 919 516 2008    K&L GATES LLP  430 DAVIS DRIVE   SUITE 400   MORRISVILLE  NC  27560  T +1 919 466 1108  F +1 919 516 2008  klgates.com    October 18, 2023    VIA EMAIL (consumer@ag.iowa.gov)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  Re:  Notice of Data Security Incident – BHI Energy | Specialty Services LLC   To Whom It May Concern:  Please be advised that we are legal counsel to BHI Energy | Specialty Services LLC (“BHI”).  We  write regarding a recent data security incident at BHI. For over 40 years, BHI Energy (“BHI”) has  provided support, including specialty services and staffing solutions, to the nuclear, fossil, hydro,  wind, and solar generation power markets. BHI is located at 97 Libbey Industrial Parkway, 4th  Floor, Weymouth, Massachusetts 02189.  On June 29, 2023, BHI’s information technology"
2023,10-19-2023,Chartis Group,https://www.iowaattorneygeneral.gov/media/cms/10192023_Chartis_Group_and_Greeley__12934652406BF.pdf,,,,Unauthorized Access,"Colin Scanlon  Office: (267) 930-4259  Fax: (267) 930-4771  Email: cscanlon@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  October 19, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent Chartis Group and Greeley Company, LLC (“Chartis”) located at 220 West Kinzie Street,  Third Floor, Chicago IL 60654, and write to notify your office of an incident that occurred at Chartis that  may affect the security of certain personal information related to three (3) Iowa residents. Chartis is  providing this notice on behalf of UnityPoint Health for which it provides healthcare related services.  This  notice may be supplemented with any new significant facts learned subsequent to its submission. By  providing this notice, Chartis does not waive any rights or d"
2023,10-19-2023,Revival Animal Health Inc.,https://www.iowaattorneygeneral.gov/media/cms/10192023_Revival_Animal_Health_1345DD6B9F5A4.pdf,,,,Unauthorized Access,"Lynda Jensen  Office: (267) 930-2303  Fax: (267) 930-4771  Email: Ljensen@mullen.law  3 Allied Drive, Suite 303  Dedham, MA 02026 Mullen.law  October 19, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent Revival Animal Health (“Revival”), located at 1700 Albany Place SE, Orange City,  IA 51041, and are writing to notify your office of a third-party event that may affect the security  of certain personal information relating to approximately nine hundred eight (908) Iowa residents.   This notice may be supplemented with any new significant facts learned subsequent to its  submission.  By providing this notice, Revival does not waive any rights or defenses regarding the  applicability of Iowa law, the applicability of the Iowa data event notification statute, or personal  juris"
2023,10-23-2023,"GPD Holdings, LLC (CoinFlip)",https://www.iowaattorneygeneral.gov/media/cms/10232023_CoinFlip_F4752C25AD71E.pdf,,,,,
2023,10-23-2023,Progressive Leasing,https://www.iowaattorneygeneral.gov/media/cms/10232023_Progressive_Leasing_EEE9973EEE163.pdf,"September 11, 
2023",,,Theft,"  King & Spalding LLP  1180 Peachtree Street N.E.  Atlanta, GA 30309-3521  Tel:  +1 404 572 4600  Fax:  +1 404 572 5100  www.kslaw.com  Phyllis B. Sumner  Direct Dial:  +1 404 572 4799  Direct Fax:  +1 404 572 5100  psumner@kslaw.com      October 23, 2023  To:  Ms. Brenna Bird    Office of the Attorney General of Iowa  Hoover State Office Building  1305 E. Walnut Street  Des Moines IA 50319   Re:  Notice of Data Breach Affecting Progressive Leasing  Dear Attorney General Bird,  I write on behalf of Progressive Leasing regarding a security incident.  On September 11,  2023, we experienced a cybersecurity incident affecting certain Progressive Leasing systems,  during which an unauthorized third-party was able to gain access to our network and to certain  files containing personal information of some customers and employees. Promptly after detecting  the incident, we engaged leading cybersecurity experts and launched an investigation. We also  notified law enforcement. Our team is workin"
2023,10-25-2023,University of Missouri,https://www.iowaattorneygeneral.gov/media/cms/10252023__University_of_Missouri_AC675FDB438FD.pdf,,,,Theft,"          Greenberg Traurig, LLP | Attorneys at Law   77 West Wacker Drive  |  Suite 3100  |  Chicago, Illinois 60601  |  T +1 312.456.8400  |  F +1 312.456.8435  ACTIVE 691066615v1  www.gtlaw.com        Jena Valdetero  Tel 312.456.1025  Fax 312.456.8435  Jena.valdetero@gtlaw.com    October 25, 2023  VIA EMAIL  Attorney General Brenna Bird  Office of the Attorney General  Consumer Protection Division   1305 E. Walnut Street   Des Moines, IA 50319  consumer@iowa.gov    Dear Attorney General Bird:  We write to notify your office of a data security event that may have affected the security of certain  personal information relating to approximately 1,456 Iowa residents.    On or around May 31, 2023, and again in June 2023, Progress Software Corporation publicly  disclosed zero-day vulnerabilities that impacted its MOVEit Transfer software. The University of  Missouri (the “University”) utilizes this application for managed file transfers. The University  moved quickly to apply available pa"
2023,10-31-2023,Deer Oaks Behavioral Health,https://www.iowaattorneygeneral.gov/media/cms/10312023__Deer_Oaks_Behavioral_Heal_FE10BF33519E9.pdf,"September 1, 2023","September 1, 2023",,Theft,"      System.Object[]      October 31, 2023                                        Anjali C. Das                     312.821.6164 (Direct)              anjali.das@wilsonelser.com     Karen I. Bridges          312.706.3023 (Direct)        karen.bridges@wilsonelser.com     Via Email:  consumer@ag.iowa.gov    Attorney General Brenna Bird  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106    Re:  Notice of Data Security Incident    Dear Attorney General Bird:    Wilson Elser Moskowitz Edelman and Dicker, LLP (“Wilson Elser”) represents Deer Oaks  Behavioral Health (“Deer Oaks”), a mental healthcare provider based in San Antonio, Texas, with  respect to a cybersecurity incident that was discovered by Deer Oaks on September 1, 2023  (hereinafter, the “Incident”). Please note Deer Oaks takes the security and privacy of the  information within its control seriously, and has taken steps to prev"
2023,11-16-2023,Systems East Inc,https://www.iowaattorneygeneral.gov/media/cms/11162023__Systems_East_Inc_F33890061D7D1.pdf,,,,Theft,"Josh Brian  Office: (267) 930-2405  Fax: (267) 930-4771  Email: JBrian@mullen.law 3001 N. Rocky Point Drive East, Suite 200  Tampa, FL 33607 Mullen.law  November 16, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent Systems East, Inc. (“SEI”) located at 50 Clinton Avenue, Cortland, NY 13045, and  write to notify your office of a matter that may affect the security of certain information relating  to approximately one thousand forty-eight (1,048) Iowa residents. This notice may be  supplemented if any new, significant facts are learned subsequent to its submission. By providing  this notice, SEI does not waive any rights or defenses regarding the applicability of Iowa law, the  applicability of the Iowa data event notification statute, or personal jurisdiction.  Nature of the "
2023,11-20-2023,"AutoZone, Inc",https://www.iowaattorneygeneral.gov/media/cms/11202023_AutoZone_Inc_A49A5F23A6ADE.pdf,,,,Theft,"      DOUGLAS BALDWIN  Chief Information Security Officer  Customer Satisfaction      November 20, 2023    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov      Dear Attorney General Brenna Bird,    We are writing to notify you of a data security incident involving a third-party secure file  transfer application, MOVEit Transfer, used by our company, AutoZone, Inc.  (“AutoZone”).  This incident involved personal information maintained by AutoZone  related to 654 Iowa residents. At this time, we have no indications that the personal  information has been subject to fraud as a result of this incident.    AutoZone became aware that an unauthorized third party exploited a vulnerability  associated with MOVEit and exfiltrated certain data from an AutoZone system that  supports the MOVEit application.  As has been widely reported,  over two thousand  organizations arou"
2023,11-21-2023,Delaware Life Insurance Company,https://www.iowaattorneygeneral.gov/media/cms/11212023_Delaware_Life_Insurance_Co_F98561EE6A4FB.pdf,,,,Ransomware,"  BOSTON       LONDON       LOS ANGELES       NEW YORK       SAN DIEGO       SAN FRANCISCO      WASHINGTON  MINTZ, LEVIN, COHN, FERRIS, GLOVSKY AND POPEO, P.C.  Cynthia J. Larose  617 348 1732  cjlarose@mintz.com       One Financial Center  Boston, MA  02111  617 542 6000  mintz.com    November 21, 2023  VIA E-MAIL TRANSMISSION (CONSUMER@AG.IOWA.GOV)    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  Re:  Reporting of Security Breach Pursuant to Iowa Code Chapter 715C  To the Consumer Protection Division:  We are writing on behalf of Delaware Life Insurance Company (“Company”) to advise you of an  incident that may affect the security of personal information relating to approximately 3,156 Iowa  residents. By providing this notice, the Company does not waive any rights or defenses regarding the  applicability of Iowa law or personal jurisdiction.    On February 9, 2023, the Company "
2023,11-27-2023,"Welltok, Inc.",https://www.iowaattorneygeneral.gov/media/cms/11272023_Welltok_Inc_8E8412D0A5F18.pdf,,,,Unauthorized Access,"Rebecca J. Jones  Office: (267) 930-4839  Fax: (267) 930-4771  Email: rjones@mullen.law  426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  November 27, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom it May Concern:  We represent Welltok, Inc. (“Welltok”) located at 1515 Arapahoe St. #700, Denver, CO,  80202. Welltok operates a voluntary online wellness program used by healthcare providers and  employers that encourages healthy lifestyle changes. Additionally, Welltok operates an online  contact-management platform that enables healthcare clients to provide patients and members with  important notices and communications. We are writing to notify your office of an event that may  affect the security of certain personal information relating to approximately  eight hundred thirty- three (833)"
2023,11-27-2023,"Zeroed-In Technologies, LLC",https://www.iowaattorneygeneral.gov/media/cms/11272023_Zeroed_In_Technologies_E31BF2755426C.pdf,,,,Theft,"Gregory Lederman  Office: (267) 930-4637  Fax: (267) 930-4771  Email: glederman@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  November 27, 2023  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent Zeroed-In Technologies, LLC (“Zeroed-In”), located at 8595 College Parkway, Suite 350,  Fort Myers, FL 33919, and are writing on behalf of the below entities to notify your Office of an incident  that may affect the security of certain information relating Iowa residents. Zeroed-In is a data and  technology consulting firm that provides workforce analytical services to its customers, including the  following entities (“Customers”) and includes the total number of impacted individuals in parenthesis  below:   Dollar Tree & Family Dollar, 500 Volvo Parkway, Chesa"
2023,12-4-2023,Pan-American Life Insurance Group,https://www.iowaattorneygeneral.gov/media/cms/1242023_PanAmerican_Life_Insurance__CD9062CF20890.pdf,,,,Theft,"Gregory T. Parks  Partner  215.963.5170  gregory.parks@morganlewis.com  Morgan, Lewis & Bockius LLP 2222 Market Street Philadelphia, PA  19103-2921   +1.215.963.5000  United States   +1.215.963.5001 December 4, 2023  VIA EMAIL TO CONSUMER@AG.IOWA.GOV  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  Re:  Notice of Data Security Incident  Dear Office of the Attorney General:  This Firm represents the Pan-American Life Insurance Group (“PALIG”), and we are writing on their  behalf to notify you of a recent data security incident impacting PALIG that involved the secure file  transfer software tool MOVEit Transfer, provided by third-party vendor Progress Software.  The  incident affected 634 Iowa residents. As you likely know, Progress Software announced a previously unknown, critical, zero-day  vulnerability in MOVEit Transfer and recommended users disable the software until it could b"
